series,condition,metric,estimate,ci_low,ci_high
main,redis-periodic:2,cycle_ms.mean,0.3197791994323729,0.2930493039666753,0.3458785784860227
main,redis-periodic:2,cycle_ms.p50,0.3090977,0.2813870825,0.33606885000000003
main,redis-periodic:2,cycle_ms.p95,0.4109205,0.37959435,0.44078710499999996
main,redis-periodic:2,cycle_ms.p99,0.5227495,0.4885790275,0.5561817075
main,redis-periodic:2,ack_ms.p99,0.2572259,0.2369958225,0.27665050999999996
main,redis-periodic:2,drain_delivery_ms.p99,2606.0495271000004,2389.22822282,2817.6683742875002
main,redis-periodic:4,publish_mps,56712.68883902839,54465.79099797524,58522.285942140814
main,redis-periodic:4,publish_ms.p50,0.25766100000000003,0.25191254,0.2634570375
main,redis-periodic:4,publish_ms.p95,0.4770571,0.450113685,0.5183176974999999
main,redis-periodic:4,publish_ms.p99,0.6953520000000001,0.6642003,0.7466064175
main,redis-periodic:4,drain_mps,12937.000741901435,12312.60489833454,13620.814513311028
main,redis-periodic:4,cycle_ms.mean,0.31014873908691465,0.2948391912124641,0.32527737323486394
main,redis-periodic:4,cycle_ms.p50,0.2960313,0.282546415,0.30676549499999994
main,redis-periodic:4,cycle_ms.p95,0.4161026,0.39611917750000003,0.432767115
main,redis-periodic:4,cycle_ms.p99,0.6399697,0.5267700850000001,0.83630986
main,redis-periodic:4,ack_ms.p99,0.29382329999999995,0.26923257750000007,0.3278940074999999
main,redis-periodic:4,drain_delivery_ms.p99,1261.7754433,1199.4475310875,1323.542625585
main,redis-periodic:8,publish_mps,58820.30009249819,56059.0904927506,60735.079559673104
main,redis-periodic:8,publish_ms.p50,0.250625,0.24584415250000005,0.256546045
main,redis-periodic:8,publish_ms.p95,0.45094130000000004,0.41605686250000007,0.5036938175
main,redis-periodic:8,publish_ms.p99,0.6742186,0.632348575,0.7316527150000001
main,redis-periodic:8,drain_mps,22282.687054171583,22019.48241051855,22553.523469451487
main,redis-periodic:8,cycle_ms.mean,0.35807354628295895,0.35376609898528977,0.3623281898439031
main,redis-periodic:8,cycle_ms.p50,0.3433837,0.33967289999999994,0.347051995
main,redis-periodic:8,cycle_ms.p95,0.4748754,0.4664048,0.4846419474999999
main,redis-periodic:8,cycle_ms.p99,0.6437141,0.614760025,0.67631255
